event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 247,valentina shevchenko,katlyn cerminara,Red,UFC Women's Flyweight Title,1,Women,KO/TKO,3,5,63,Jacob Montalvo,0,40,65,0.61,57,82,0.7,3,3,1.0,0,0,212,23,4,36.0,165.1,56.7,167.64,Southpaw,3.28,2.11,0.52,0.63,0.62,0.71,0.4,2.56,0,17,56,0.3,27,68,0.4,0,0,0.0,0,0,0,18,6,35.0,175.26,56.7,172.72,Orthodox,4.58,4.48,0.34,0.15,0.62,0.5,0.3,0.31,0,23,9,0.31,30,14,0.2999999999999999,3,3,1.0,0,0,212,5,-2,1.0,-10.16,0.0,-5.08,-1.3,-2.37,0.18,0.48,0.0,0.2099999999999999,0.1,2.25
UFC 225,robert whittaker,yoel romero,Red,Middleweight,0,Men,Decision - Split,5,5,300,Dan Miragliotta,0,128,326,0.39,129,328,0.39,0,1,0.0,0,0,37,26,7,33.0,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,2,111,240,0.46,149,287,0.52,3,10,0.3,0,0,261,13,5,46.0,182.88,83.91,185.42,Southpaw,3.44,3.05,0.49,0.3,0.6,0.78,0.0,1.57,-2,17,86,-0.07,-20,41,-0.13,-3,-9,-0.3,0,0,-224,13,2,-13.0,0.0,0.0,0.0,1.1300000000000003,0.4000000000000003,-0.07,0.08,-0.01,0.0399999999999999,0.0,-0.76
UFC 213,yoel romero,robert whittaker,Blue,UFC Interim Middleweight Title,1,Men,Decision - Unanimous,5,5,300,John McCarthy,0,48,107,0.44,114,175,0.65,4,18,0.22,0,0,315,13,5,46.0,182.88,83.91,185.42,Southpaw,3.44,3.05,0.49,0.3,0.6,0.78,0.0,1.57,0,74,221,0.33,94,244,0.39,0,0,0.0,0,0,94,26,7,33.0,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,0,-26,-114,0.1099999999999999,20,-69,0.26,4,18,0.22,0,0,221,-13,-2,13.0,0.0,0.0,0.0,-1.13,-0.4,0.07,-0.08,0.01,-0.04,0.0,0.76
UFC 218,max holloway,jose aldo,Red,UFC Featherweight Title,1,Men,KO/TKO,3,5,291,Herb Dean,0,174,397,0.43,181,406,0.45,0,0,0.0,0,0,47,25,7,32.0,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,87,163,0.53,89,165,0.54,0,1,0.0,0,0,2,31,8,37.0,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,0,87,234,-0.1,92,241,-0.09,0,-1,0.0,0,0,45,-6,-1,-5.0,10.159999999999997,4.539999999999999,-2.54,3.6,1.0099999999999998,0.01,-0.01,-0.01,-0.07,0.1999999999999999,-0.22
UFC 212,jose aldo,max holloway,Blue,UFC Featherweight Title,1,Men,KO/TKO,3,5,253,John McCarthy,0,55,113,0.48,56,115,0.49,0,0,0.0,0,0,0,31,8,37.0,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,1,104,207,0.5,128,234,0.55,0,0,0.0,0,0,124,25,7,32.0,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,-1,-49,-94,-0.02,-72,-119,-0.06,0,0,0.0,0,0,-124,6,1,5.0,-10.16,-4.54,2.5400000000000205,-3.6,-1.01,-0.01,0.01,0.01,0.07,-0.2,0.2199999999999999
UFC 227,tj dillashaw,cody garbrandt,Red,UFC Bantamweight Title,1,Men,KO/TKO,1,5,250,Herb Dean,2,45,72,0.62,51,78,0.65,0,0,0.0,0,0,29,18,5,38.0,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,0,17,43,0.39,17,43,0.4,0,2,0.0,0,0,0,14,5,32.0,172.72,61.23,165.1,Orthodox,3.06,3.91,0.4,0.34,0.6,0.8,0.0,1.1,2,28,29,0.2299999999999999,34,35,0.25,0,-2,0.0,0,0,29,4,0,6.0,-5.08,0.0,5.0800000000000125,2.03,-0.44,0.01,-0.04,0.02,-0.03,0.8,0.4599999999999999
UFC 217,cody garbrandt,tj dillashaw,Blue,UFC Bantamweight Title,1,Men,KO/TKO,2,5,161,Dan Miragliotta,1,18,53,0.33,19,54,0.35,0,0,0.0,0,0,4,14,5,32.0,172.72,61.23,165.1,Orthodox,3.06,3.91,0.4,0.34,0.6,0.8,0.0,1.1,2,20,81,0.24,23,85,0.27,0,1,0.0,0,0,7,18,5,38.0,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,-1,-2,-28,0.09,-4,-31,0.08,0,-1,0.0,0,0,-3,-4,0,-6.0,5.0800000000000125,0.0,-5.08,-2.03,0.4399999999999999,-0.01,0.04,-0.02,0.03,-0.8,-0.46
UFC 287,alex pereira,israel adesanya,Blue,UFC Middleweight Title,1,Men,KO/TKO,2,5,261,Dan Miragliotta,0,49,85,0.57,49,85,0.58,0,0,0.0,0,0,0,9,2,36.0,193.04,92.99,200.66,Orthodox,5.0,3.65,0.62,1.0,0.5,0.7,0.4,0.19,1,41,96,0.42,41,96,0.43,0,0,0.0,0,0,3,24,3,34.0,193.04,83.91,203.2,Switch,3.93,3.11,0.48,0.14,0.56,0.77,0.1,0.05,-1,8,-11,0.1499999999999999,8,-11,0.1499999999999999,0,0,0.0,0,0,-3,-15,-1,2.0,0.0,9.079999999999998,-2.54,1.0699999999999998,0.54,0.14,0.86,-0.06,-0.07,0.3,0.14
UFC 281,israel adesanya,alex pereira,Blue,UFC Middleweight Title,1,Men,KO/TKO,5,5,121,Marc Goddard,0,86,162,0.53,119,209,0.57,1,4,0.25,0,0,394,24,3,34.0,193.04,83.91,203.2,Switch,3.93,3.11,0.48,0.14,0.56,0.77,0.1,0.05,0,91,157,0.57,140,214,0.65,1,1,1.0,0,0,31,9,2,36.0,193.04,92.99,200.66,Orthodox,5.0,3.65,0.62,1.0,0.5,0.7,0.4,0.19,0,-5,5,-0.04,-21,-5,-0.08,0,3,-0.75,0,0,363,15,1,-2.0,0.0,-9.08,2.539999999999992,-1.07,-0.54,-0.14,-0.86,0.06,0.07,-0.3,-0.14
UFC Fight Night,matt brown,bryan barberena,Blue,Welterweight,0,Men,Decision - Split,3,3,300,Keith Peterson,0,81,129,0.62,95,145,0.66,5,7,0.71,0,0,301,26,19,43.0,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,111,211,0.52,186,289,0.64,0,0,0.0,0,1,57,18,12,34.0,182.88,83.91,182.88,Southpaw,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,0,-30,-82,0.1,-91,-144,0.02,5,7,0.71,0,-1,244,8,7,9.0,0.0,-6.8,7.620000000000003,-1.59,-1.67,0.07,0.24,0.11,0.13,1.0,1.5499999999999998
UFC Fight Night,bryan barberena,randy brown,Blue,Welterweight,0,Men,KO/TKO,3,3,174,Dan Miragliotta,0,47,101,0.46,122,178,0.69,0,0,0.0,0,0,59,18,12,34.0,182.88,83.91,182.88,Southpaw,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,1,89,152,0.58,91,154,0.59,0,0,0.0,0,0,158,18,5,33.0,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,-1,-42,-51,-0.12,31,24,0.1,0,0,0.0,0,0,-99,0,7,1.0,-7.62,6.799999999999997,-15.24,0.9799999999999996,1.2599999999999998,0.0199999999999999,-0.17,-0.1,-0.24,-0.2,-0.65
UFC Fight Night,mauricio rua,dan henderson,Blue,Light Heavyweight,0,Men,KO/TKO,3,5,91,Herb Dean,2,48,96,0.5,79,128,0.62,1,2,0.5,0,0,205,27,14,42.0,185.42,92.99,193.04,Orthodox,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,1,23,60,0.38,32,70,0.46,0,2,0.0,0,0,8,32,15,53.0,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,1,25,36,0.12,47,58,0.1599999999999999,1,0,0.5,0,0,197,-5,-1,-11.0,5.079999999999984,9.079999999999998,5.079999999999984,1.13,0.09,0.03,-0.04,0.03,-0.08,0.3999999999999999,0.4899999999999997
UFC 139,mauricio rua,dan henderson,Blue,Light Heavyweight,0,Men,Decision - Unanimous,5,5,300,Josh Rosenthal,0,96,194,0.49,191,293,0.65,5,10,0.5,1,0,546,27,14,42.0,185.42,92.99,193.04,Orthodox,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,1,77,141,0.54,113,179,0.63,1,4,0.25,1,2,265,32,15,53.0,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,-1,19,53,-0.05,78,114,0.02,4,6,0.25,0,-2,281,-5,-1,-11.0,5.079999999999984,9.079999999999998,5.079999999999984,1.13,0.09,0.03,-0.04,0.03,-0.08,0.3999999999999999,0.4899999999999997
UFC 292,andrea lee,natalia silva,Blue,Women's Flyweight,0,Women,Decision - Unanimous,3,3,300,Kevin MacDonald,0,43,125,0.34,43,125,0.34,0,0,0.0,0,0,0,13,9,35.0,167.64,56.7,175.26,Orthodox,4.69,3.76,0.46,0.58,0.62,0.55,0.6,1.85,0,70,174,0.4,70,174,0.4,0,0,0.0,0,0,0,17,5,27.0,162.56,56.7,165.1,Southpaw,4.53,2.1,0.44,0.28,0.65,0.91,0.0,0.5,0,-27,-49,-0.06,-27,-49,-0.06,0,0,0.0,0,0,0,-4,4,8.0,5.079999999999984,0.0,10.159999999999997,0.1600000000000001,1.6599999999999997,0.02,0.2999999999999999,-0.03,-0.36,0.6,1.35
UFC Fight Night,brendan allen,bruno silva,Red,Middleweight,0,Men,Submission,1,3,279,Marc Goddard,1,30,56,0.53,40,69,0.58,0,2,0.0,1,0,149,23,5,28.0,187.96,83.91,190.5,Orthodox,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,0,20,38,0.52,24,42,0.57,0,0,0.0,0,0,2,23,10,34.0,182.88,83.91,187.96,Orthodox,4.43,5.33,0.51,0.27,0.43,0.73,0.0,1.09,1,10,18,0.01,16,27,0.01,0,2,0.0,1,0,147,0,-5,-6.0,5.0800000000000125,0.0,2.539999999999992,-0.56,-1.73,0.03,0.1999999999999999,0.03,-0.15,1.7,0.27
UFC Fight Night,karine silva,ketlen souza,Red,Women's Flyweight,0,Women,Submission,1,3,105,Chris Tognoni,0,3,10,0.3,4,12,0.33,1,1,1.0,1,0,81,17,4,30.0,165.1,56.7,170.18,Orthodox,3.37,3.37,0.35,0.6,0.5,0.0,4.1,2.45,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,13,4,29.0,160.02,52.16,160.02,Orthodox,0.0,1.71,0.0,0.0,0.7,0.0,0.0,0.0,0,3,10,0.3,3,11,-0.67,1,1,1.0,1,0,81,4,0,1.0,5.079999999999984,4.540000000000006,10.159999999999997,3.37,1.66,0.35,0.6,-0.2,0.0,4.1,2.45
UFC Fight Night,natalia silva,victoria leonardo,Red,Women's Flyweight,0,Women,KO/TKO,1,3,178,Kerry Hatley,1,20,45,0.44,21,46,0.46,0,0,0.0,0,0,16,17,5,27.0,162.56,56.7,165.1,Southpaw,4.53,2.1,0.44,0.28,0.65,0.91,0.0,0.5,0,7,18,0.38,7,18,0.39,0,1,0.0,0,0,0,9,6,34.0,165.1,56.7,162.56,Orthodox,3.27,4.7,0.39,0.27,0.46,0.71,0.0,1.6,1,13,27,0.06,14,28,0.07,0,-1,0.0,0,0,16,8,-1,-7.0,-2.54,0.0,2.539999999999992,1.2600000000000002,-2.6,0.05,0.01,0.19,0.2,0.0,-1.1
UFC Fight Night,natalia silva,tereza bleda,Red,Women's Flyweight,0,Women,KO/TKO,3,3,87,Chris Tognoni,1,45,72,0.62,62,89,0.7,0,3,0.0,0,1,133,17,5,27.0,162.56,56.7,165.1,Southpaw,4.53,2.1,0.44,0.28,0.65,0.91,0.0,0.5,0,18,47,0.38,25,55,0.45,1,7,0.14,2,0,296,7,1,22.0,175.26,56.7,180.34,Orthodox,3.02,1.86,0.53,0.27,0.46,0.83,0.7,1.81,1,27,25,0.24,37,34,0.2499999999999999,-1,-4,-0.14,-2,1,-163,10,4,5.0,-12.7,0.0,-15.24,1.5100000000000002,0.24,-0.09,0.01,0.19,0.08,-0.7,-1.31
UFC Fight Night,joe solecki,alex da silva,Red,Lightweight,0,Men,Decision - Majority,3,3,300,Chris Tognoni,0,33,82,0.4,91,144,0.63,1,4,0.25,3,0,291,13,4,30.0,175.26,70.31,177.8,Orthodox,2.21,1.53,0.56,0.5,0.52,0.5,1.5,2.65,1,35,76,0.46,54,96,0.56,0,0,0.0,0,0,355,21,4,28.0,172.72,70.31,185.42,Orthodox,2.14,2.52,0.46,0.43,0.56,0.76,0.3,1.97,-1,-2,6,-0.06,37,48,0.07,1,4,0.25,3,0,-64,-8,0,2.0,2.539999999999992,0.0,-7.62,0.07,-0.99,0.1,0.07,-0.04,-0.26,1.2,0.6799999999999999
UFC Fight Night,alex pereira,bruno silva,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,108,179,0.6,165,239,0.69,0,0,0.0,0,0,77,9,2,36.0,193.04,92.99,200.66,Orthodox,5.0,3.65,0.62,1.0,0.5,0.7,0.4,0.19,0,59,147,0.4,72,160,0.45,2,8,0.25,0,0,195,23,10,34.0,182.88,83.91,187.96,Orthodox,4.43,5.33,0.51,0.27,0.43,0.73,0.0,1.09,0,49,32,0.1999999999999999,93,79,0.2399999999999999,-2,-8,-0.25,0,0,-118,-14,-8,2.0,10.159999999999997,9.079999999999998,12.699999999999989,0.5700000000000003,-1.68,0.1099999999999999,0.73,0.07,-0.03,0.4,-0.9
UFC Fight Night,joaquim silva,ricky glenn,Blue,Lightweight,0,Men,KO/TKO,1,3,37,Mike Beltran,0,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,13,5,35.0,172.72,70.31,175.26,Southpaw,3.61,4.51,0.41,0.6,0.54,0.64,0.7,0.45,2,10,17,0.58,14,22,0.64,0,0,0.0,0,0,8,22,8,34.0,182.88,70.31,177.8,Southpaw,3.94,4.1,0.43,0.13,0.51,0.68,0.4,0.55,-2,-9,-15,-0.08,-13,-20,-0.14,0,0,0.0,0,0,-8,-9,-3,1.0,-10.16,0.0,-2.54,-0.33,0.4100000000000001,-0.02,0.47,0.03,-0.04,0.2999999999999999,-0.1
UFC Fight Night,lerone murphy,douglas silva de andrade,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,48,115,0.41,60,131,0.46,1,4,0.25,0,0,111,13,0,32.0,175.26,65.77,185.42,Orthodox,3.65,2.4,0.5,0.46,0.56,0.46,0.9,1.29,0,39,108,0.36,51,121,0.42,1,2,0.5,0,0,81,29,5,38.0,170.18,61.23,172.72,Orthodox,3.66,3.99,0.38,0.46,0.58,0.7,0.2,0.61,0,9,7,0.05,9,10,0.04,0,2,-0.25,0,0,30,-16,-5,-6.0,5.079999999999984,4.539999999999999,12.699999999999989,-0.01,-1.59,0.12,0.0,-0.02,-0.24,0.7,0.68
UFC Fight Night,gabriel silva,kyler phillips,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,31,97,0.31,43,112,0.38,2,6,0.33,1,0,149,8,2,29.0,167.64,61.23,180.34,Orthodox,1.3,3.47,0.34,0.25,0.45,0.38,0.5,1.5,0,89,168,0.52,112,195,0.57,2,4,0.5,1,0,352,12,2,28.0,172.72,61.23,182.88,Orthodox,5.72,3.38,0.45,0.46,0.61,0.75,0.5,2.41,0,-58,-71,-0.21,-69,-83,-0.19,0,2,-0.17,0,0,-203,-4,0,1.0,-5.08,0.0,-2.54,-4.42,0.09,-0.11,-0.21,-0.16,-0.37,0.0,-0.91
UFC Fight Night,claudio silva,cole williams,Red,Welterweight,0,Men,Submission,1,3,155,Gary Copeland,0,32,37,0.86,32,38,0.84,1,1,1.0,1,0,84,14,4,41.0,180.34,77.11,180.34,Southpaw,2.48,3.0,0.42,0.26,0.46,0.44,1.1,2.85,0,2,6,0.33,2,6,0.33,0,0,0.0,0,0,0,11,3,40.0,182.88,77.11,185.42,Orthodox,0.31,5.34,0.27,0.0,0.23,0.25,0.0,0.0,0,30,31,0.53,30,32,0.51,1,1,1.0,1,0,84,3,1,1.0,-2.54,0.0,-5.08,2.17,-2.34,0.1499999999999999,0.26,0.23,0.19,1.1,2.85
UFC Fight Night,alexander yakovlev,alex da silva,Red,Lightweight,0,Men,Submission,2,3,190,Marc Goddard,0,14,19,0.73,18,23,0.78,1,2,0.5,1,0,133,24,10,39.0,190.5,70.31,187.96,Southpaw,1.74,2.41,0.47,0.35,0.58,0.72,0.1,1.66,0,8,19,0.42,10,23,0.43,1,3,0.33,0,0,269,21,4,28.0,172.72,70.31,185.42,Orthodox,2.14,2.52,0.46,0.43,0.56,0.76,0.3,1.97,0,6,0,0.31,8,0,0.35,0,-1,0.1699999999999999,1,0,-136,3,6,11.0,17.78,0.0,2.5400000000000205,-0.4,-0.11,0.01,-0.08,0.0199999999999999,-0.04,-0.2,-0.31
UFC Fight Night,claudio silva,nordine taleb,Red,Welterweight,0,Men,Submission,1,3,271,Neil Hall,0,18,39,0.46,25,51,0.49,1,3,0.33,1,0,108,14,4,41.0,180.34,77.11,180.34,Southpaw,2.48,3.0,0.42,0.26,0.46,0.44,1.1,2.85,0,6,12,0.5,6,12,0.5,1,2,0.5,0,0,11,15,7,42.0,185.42,77.11,187.96,Orthodox,3.66,2.62,0.51,0.76,0.66,0.73,0.0,1.94,0,12,27,-0.04,19,39,-0.01,0,1,-0.17,1,0,97,-1,-3,-1.0,-5.08,0.0,-7.62,-1.18,0.3799999999999999,-0.09,-0.5,-0.2,-0.29,1.1,0.91
UFC Fight Night,claudio puelles,felipe silva,Red,Lightweight,0,Men,Submission,3,3,143,Osiris Maia,0,16,49,0.32,16,49,0.33,2,7,0.28,1,0,88,13,4,27.0,177.8,70.31,182.88,Southpaw,1.56,2.78,0.49,0.36,0.46,0.6,1.2,3.17,1,70,130,0.53,103,171,0.6,1,1,1.0,0,0,172,8,2,39.0,182.88,70.31,195.58,Orthodox,5.4,1.8,0.5,1.0,0.59,0.71,0.0,1.0,-1,-54,-81,-0.21,-87,-122,-0.27,1,6,-0.72,1,0,-84,5,2,-12.0,-5.08,0.0,-12.7,-3.84,0.9799999999999998,-0.01,-0.64,-0.13,-0.11,1.2,2.17
UFC 196,erick silva,nordine taleb,Blue,Welterweight,0,Men,KO/TKO,2,3,94,Herb Dean,0,11,32,0.34,11,32,0.34,0,1,0.0,0,0,0,19,9,39.0,182.88,77.11,187.96,Orthodox,2.5,4.18,0.48,0.35,0.49,0.56,1.4,0.85,1,26,50,0.52,26,50,0.52,1,1,1.0,0,0,5,15,7,42.0,185.42,77.11,187.96,Orthodox,3.66,2.62,0.51,0.76,0.66,0.73,0.0,1.94,-1,-15,-18,-0.18,-15,-18,-0.18,-1,0,-1.0,0,0,-5,4,2,-3.0,-2.54,0.0,0.0,-1.16,1.5599999999999996,-0.03,-0.41,-0.17,-0.17,1.4,-1.09
UFC 191,joaquim silva,nazareno malegarie,Red,Lightweight,0,Men,Decision - Split,3,3,300,Chris Tognoni,0,49,162,0.3,49,162,0.3,0,0,0.0,0,0,9,13,5,35.0,172.72,70.31,175.26,Southpaw,3.61,4.51,0.41,0.6,0.54,0.64,0.7,0.45,0,58,166,0.34,68,178,0.38,1,3,0.33,0,0,48,28,4,37.0,172.72,70.31,,,3.87,3.27,0.34,0.33,0.69,0.0,0.0,1.0,0,-9,-4,-0.04,-19,-16,-0.08,-1,-3,-0.33,0,0,-39,-15,1,-2.0,0.0,0.0,,-0.26,1.2399999999999998,0.07,0.2699999999999999,-0.15,0.64,0.7,-0.55
UFC 190,antonio silva,soa palelei,Red,Heavyweight,0,Men,KO/TKO,2,3,41,John McCarthy,1,16,28,0.57,29,43,0.67,0,1,0.0,0,0,90,19,12,44.0,193.04,119.75,208.28,Orthodox,2.89,3.09,0.45,0.29,0.5,0.66,0.8,0.82,0,19,35,0.54,46,65,0.71,1,3,0.33,0,0,159,22,5,46.0,193.04,120.2,205.74,Orthodox,2.47,2.68,0.57,0.47,0.48,0.66,0.0,2.2,1,-3,-7,0.0299999999999999,-17,-22,-0.04,-1,-2,-0.33,0,0,-69,-3,7,-2.0,0.0,-0.45,2.539999999999992,0.4199999999999999,0.4099999999999997,-0.12,-0.18,0.02,0.0,0.8,-1.38
UFC Fight Night,leandro silva,lewis gonzalez,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Jorge Alonso,0,28,48,0.58,55,76,0.72,3,8,0.37,0,0,225,20,6,38.0,175.26,70.31,182.88,Orthodox,2.39,2.08,0.48,0.37,0.63,0.65,0.4,1.76,0,21,56,0.37,53,93,0.57,2,6,0.33,0,1,280,11,3,36.0,177.8,77.11,,Orthodox,1.4,1.87,0.37,0.33,0.41,0.62,0.0,2.0,0,7,-8,0.2099999999999999,2,-17,0.15,1,2,0.04,0,-1,-55,9,3,2.0,-2.54,-6.8,,0.9900000000000002,0.2099999999999999,0.1099999999999999,0.04,0.22,0.03,0.4,-0.24
UFC Fight Night,claudio silva,leon edwards,Red,Welterweight,0,Men,Decision - Split,3,3,300,Mario Yamasaki,0,34,81,0.41,98,162,0.6,3,9,0.33,1,0,428,14,4,41.0,180.34,77.11,180.34,Southpaw,2.48,3.0,0.42,0.26,0.46,0.44,1.1,2.85,0,33,61,0.54,42,70,0.6,0,0,0.0,0,2,97,22,3,32.0,187.96,77.11,187.96,Southpaw,2.75,2.34,0.53,0.34,0.54,0.7,0.4,1.25,0,1,20,-0.13,56,92,0.0,3,9,0.33,1,-2,331,-8,1,9.0,-7.62,0.0,-7.62,-0.27,0.6600000000000001,-0.11,-0.08,-0.08,-0.26,0.7000000000000001,1.6
UFC on FUEL TV,alexander gustafsson,thiago silva,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,1,76,283,0.26,78,287,0.27,1,1,1.0,0,0,39,18,8,37.0,195.58,92.99,200.66,Orthodox,4.03,3.53,0.4,0.39,0.51,0.83,0.4,1.53,0,38,108,0.35,38,108,0.35,0,0,0.0,0,0,0,19,6,41.0,187.96,92.99,187.96,Orthodox,3.92,2.55,0.5,0.47,0.67,0.7,0.7,1.03,1,38,175,-0.09,40,179,-0.08,1,1,1.0,0,0,39,-1,2,-4.0,7.620000000000003,0.0,12.699999999999989,0.1100000000000003,0.98,-0.1,-0.08,-0.16,0.13,-0.3,0.5
UFC 139,wanderlei silva,cung le,Red,Middleweight,0,Men,KO/TKO,2,3,289,Dan Stell,1,43,104,0.41,51,112,0.46,0,0,0.0,0,0,13,35,13,47.0,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,0,32,81,0.39,32,81,0.4,0,1,0.0,0,0,0,9,3,51.0,175.26,83.91,177.8,Southpaw,4.36,2.98,0.48,0.71,0.66,0.88,0.3,1.37,1,11,23,0.0199999999999999,19,31,0.06,0,-1,0.0,0,0,13,26,10,-4.0,5.0800000000000125,9.079999999999998,10.159999999999997,-1.57,-0.79,-0.08,-0.18,-0.06,-0.26,0.3,-0.4
UFC 132,wanderlei silva,chris leben,Blue,Middleweight,0,Men,KO/TKO,1,3,27,Josh Rosenthal,0,3,8,0.37,3,8,0.38,0,0,0.0,0,0,0,35,13,47.0,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,1,9,10,0.9,12,13,0.92,0,0,0.0,0,0,2,22,11,43.0,180.34,83.91,185.42,Southpaw,2.87,2.87,0.42,0.41,0.52,0.53,0.8,1.14,-1,-6,-2,-0.53,-9,-5,-0.54,0,0,0.0,0,0,-2,13,2,4.0,0.0,9.079999999999998,2.5400000000000205,-0.08,-0.68,-0.02,0.12,0.08,0.09,-0.2,-0.17
UFC Fight Night,chris leben,jay silva,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,60,99,0.6,181,240,0.75,2,3,0.66,2,0,636,22,11,43.0,180.34,83.91,185.42,Southpaw,2.87,2.87,0.42,0.41,0.52,0.53,0.8,1.14,0,15,54,0.27,32,74,0.43,0,1,0.0,0,0,47,10,11,,187.96,83.91,,Southpaw,1.13,3.07,0.34,0.0,0.4,0.38,1.0,0.0,0,45,45,0.3299999999999999,149,166,0.32,2,2,0.66,2,0,589,12,0,,-7.62,0.0,,1.7400000000000002,-0.2,0.08,0.41,0.12,0.15,-0.2,1.14
UFC 97,anderson silva,thales leites,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Yves Lavigne,0,94,139,0.67,106,155,0.68,0,0,0.0,0,0,165,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,0,10,54,0.18,18,64,0.28,1,14,0.07,0,0,158,28,9,42.0,185.42,83.91,198.12,Orthodox,2.13,2.99,0.4,0.27,0.52,0.3,1.1,2.1,0,84,85,0.49,88,91,0.4,-1,-14,-0.07,0,0,7,6,2,6.0,2.5400000000000205,0.0,-2.54,0.92,-0.94,0.2099999999999999,0.5,0.08,0.3899999999999999,-0.3,-1.6
UFC 166,cain velasquez,junior dos santos,Red,UFC Heavyweight Title,1,Men,KO/TKO,5,5,189,Herb Dean,1,123,201,0.61,274,378,0.72,2,13,0.15,1,0,1048,14,3,41.0,185.42,108.86,195.58,Orthodox,6.37,2.33,0.57,0.45,0.57,0.85,0.4,5.13,0,46,122,0.37,62,140,0.44,0,1,0.0,1,0,2,21,9,40.0,193.04,107.95,195.58,Orthodox,4.49,3.33,0.47,0.5,0.56,0.81,0.1,0.3,1,77,79,0.24,212,238,0.2799999999999999,2,12,0.15,0,0,1046,-7,-6,1.0,-7.62,0.9099999999999966,0.0,1.88,-1.0,0.1,-0.05,0.01,0.0399999999999999,0.3,4.83
